EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Distance Group,Salary_hike_Group
508,29,0,rare,Sales,3,2,Medical,2,Female,3,2,Sales Executive,3,Married,5561,1,0,14,3,1,1,6,5,2,6,0,1,2,Early Career,Near,low
509,35,0,rare,Research & Development,6,4,Life Sciences,2,Male,1,2,Research Scientist,4,Single,6646,1,0,13,3,2,0,17,3,3,17,11,11,8,Early Career,Medium,low
510,33,0,Frequent,Research & Development,6,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,3,0,23,4,3,1,15,2,1,13,11,4,7,Early Career,Medium,high
511,54,0,rare,Human Resources,19,4,Medical,3,Male,3,3,Human Resources,2,Married,10725,2,0,15,3,3,1,16,1,4,9,7,7,1,Senior,Far,low
512,36,0,rare,Research & Development,9,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,8847,2,1,11,3,3,1,13,2,3,3,2,0,2,Mid Career,Medium,low
513,27,0,rare,Research & Development,3,4,Medical,1,Male,2,1,Research Scientist,4,Single,2045,0,0,13,3,4,0,5,0,3,4,2,1,1,Early Career,Near,low
514,20,1,rare,Research & Development,10,1,Medical,4,Male,3,1,Research Scientist,3,Single,1009,1,1,11,3,4,0,1,5,3,1,0,1,1,Young,Medium,low
515,33,1,Frequent,Research & Development,3,3,Life Sciences,1,Male,3,1,Research Scientist,1,Single,3348,1,1,11,3,1,0,10,3,3,10,8,9,7,Early Career,Near,low
516,35,0,Non,Research & Development,3,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Married,1281,1,0,18,3,3,2,1,3,3,1,0,0,0,Early Career,Near,medium
517,23,0,rare,Research & Development,4,3,Medical,1,Male,4,1,Research Scientist,1,Married,2819,2,0,16,3,1,1,5,3,4,3,2,0,2,Young,Near,medium
518,25,0,rare,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,4851,0,0,22,4,3,1,4,4,3,3,2,1,2,Young,Medium,high
519,38,0,rare,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,Single,4028,0,0,20,4,1,0,8,2,3,7,7,0,5,Mid Career,Medium,medium
520,29,0,Frequent,Research & Development,1,4,Life Sciences,2,Male,1,1,Research Scientist,4,Divorced,2720,1,0,18,3,4,1,10,5,3,10,7,2,8,Early Career,Near,medium
521,48,0,rare,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,3,0,12,3,4,0,12,3,3,2,2,2,2,Senior,Near,low
522,27,0,Frequent,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,1,1,20,4,2,2,6,3,3,6,5,0,4,Early Career,Near,medium
523,37,0,rare,Research & Development,10,2,Life Sciences,4,Male,4,1,Research Scientist,4,Single,4680,3,0,17,3,1,0,4,2,3,1,0,0,0,Mid Career,Medium,medium
524,50,0,rare,Research & Development,28,1,Medical,4,Male,4,1,Laboratory Technician,3,Married,3221,1,1,11,3,3,3,20,3,3,20,8,3,8,Senior,Far,low
525,34,0,rare,Research & Development,9,3,Medical,4,Female,2,3,Healthcare Representative,2,Single,8621,1,0,14,3,2,0,9,3,4,8,7,7,7,Early Career,Medium,low
526,24,1,rare,Sales,3,2,Life Sciences,1,Female,3,2,Sales Executive,3,Single,4577,9,0,14,3,1,0,4,3,3,2,2,2,0,Young,Near,low
527,39,0,rare,Research & Development,2,4,Technical Degree,4,Female,2,2,Healthcare Representative,3,Single,4553,1,0,11,3,1,0,20,4,3,20,7,11,10,Mid Career,Near,low
528,32,0,rare,Sales,10,3,Marketing,4,Male,3,2,Sales Executive,4,Single,5396,1,0,12,3,4,0,10,2,2,10,7,0,8,Early Career,Medium,low
529,50,1,Frequent,Sales,8,2,Technical Degree,2,Male,3,2,Sales Executive,3,Married,6796,3,1,14,3,1,1,18,4,3,4,3,1,3,Senior,Medium,low
530,38,0,rare,Research & Development,1,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,Single,7625,0,0,13,3,3,0,10,4,2,9,7,1,8,Mid Career,Near,low
531,27,0,rare,Research & Development,1,2,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,7412,1,0,11,3,4,0,9,3,3,9,7,0,7,Early Career,Near,low
532,32,0,rare,Research & Development,3,2,Life Sciences,3,Female,3,3,Research Director,4,Single,11159,3,0,15,3,4,0,10,6,3,7,7,7,7,Early Career,Near,low
533,47,0,rare,Sales,14,4,Marketing,4,Male,3,2,Sales Executive,1,Single,4960,2,0,12,3,4,0,20,2,3,7,7,1,7,Senior,Medium,low
534,40,0,Frequent,Sales,5,4,Life Sciences,4,Male,2,3,Sales Executive,1,Married,10475,5,1,21,4,3,1,20,2,3,18,13,1,12,Mid Career,Near,medium
535,53,0,rare,Research & Development,7,3,Life Sciences,3,Male,4,4,Research Director,3,Married,14814,3,0,19,3,3,0,32,3,3,5,1,1,3,Senior,Medium,medium
536,41,0,rare,Human Resources,10,4,Human Resources,2,Male,2,5,Manager,4,Divorced,19141,3,0,15,3,2,3,23,2,2,21,6,12,6,Mid Career,Medium,low
537,60,0,rare,Sales,16,4,Marketing,1,Male,3,2,Sales Executive,1,Single,5405,8,0,14,3,4,0,10,1,3,2,2,2,2,Late Career,Far,low
538,27,0,Frequent,Research & Development,10,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,8793,1,0,21,4,3,2,9,4,2,9,7,1,7,Early Career,Medium,medium
539,41,0,rare,Human Resources,1,3,Human Resources,4,Male,2,5,Manager,3,Married,19189,1,0,12,3,2,1,22,3,3,22,7,2,10,Mid Career,Near,low
540,50,0,rare,Sales,8,4,Marketing,4,Male,3,1,Sales Representative,2,Married,3875,7,0,15,3,4,1,4,2,3,2,2,2,2,Senior,Medium,low
541,28,1,rare,Research & Development,1,2,Life Sciences,1,Female,1,1,Research Scientist,2,Single,2216,7,1,13,3,4,0,10,4,3,7,7,3,7,Early Career,Near,low
542,36,0,Non,Research & Development,8,3,Life Sciences,1,Female,4,3,Research Director,1,Married,11713,9,0,14,3,1,1,10,2,3,8,7,0,5,Mid Career,Medium,low
543,38,0,rare,Research & Development,1,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,7861,4,1,14,3,4,0,10,4,4,1,0,0,0,Mid Career,Near,low
544,44,0,Non,Research & Development,24,3,Medical,1,Male,1,1,Laboratory Technician,3,Single,3708,2,0,14,3,3,0,9,5,3,5,2,1,4,Mid Career,Far,low
545,47,0,Frequent,Sales,3,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,13770,9,1,12,3,4,2,28,2,2,22,2,11,13,Senior,Near,low
546,30,0,rare,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,5304,7,0,23,4,4,1,10,2,2,8,7,7,7,Early Career,Far,high
547,29,0,rare,Sales,10,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,2642,1,0,11,3,3,0,1,6,3,1,0,0,0,Early Career,Medium,low
548,42,1,Frequent,Research & Development,19,3,Medical,3,Male,4,1,Research Scientist,3,Divorced,2759,6,1,12,3,4,0,7,2,3,2,2,2,2,Mid Career,Far,low
549,43,0,Frequent,Sales,15,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,6804,3,0,18,3,3,1,7,5,3,2,2,2,2,Mid Career,Medium,medium
550,34,0,rare,Research & Development,8,2,Medical,2,Female,3,2,Healthcare Representative,3,Single,6142,3,0,11,3,4,0,10,2,3,5,1,4,3,Early Career,Medium,low
551,23,0,rare,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,2500,1,0,14,3,4,1,5,2,4,4,3,0,2,Young,Medium,low
552,39,0,rare,Human Resources,3,3,Human Resources,3,Female,4,2,Human Resources,2,Married,6389,9,0,15,3,3,1,12,3,1,8,3,3,6,Mid Career,Near,low
553,56,0,rare,Research & Development,9,3,Medical,3,Male,3,4,Healthcare Representative,4,Married,11103,7,0,11,3,3,0,30,1,2,10,7,1,1,Late Career,Medium,low
554,40,0,rare,Research & Development,2,1,Medical,4,Female,2,1,Research Scientist,4,Single,2342,0,1,20,4,4,0,5,2,2,4,2,2,3,Mid Career,Near,medium
555,27,0,rare,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,6811,8,0,19,3,1,0,9,2,1,7,6,0,7,Early Career,Medium,medium
556,29,0,rare,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2297,1,0,14,3,4,2,2,2,3,2,2,2,2,Early Career,Medium,low
557,53,0,rare,Research & Development,6,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,2450,2,0,17,3,4,0,19,4,3,2,2,2,2,Senior,Medium,medium
558,35,0,Non,Research & Development,2,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,Divorced,5093,2,0,11,3,1,1,16,2,4,1,0,0,0,Early Career,Near,low
559,32,0,Frequent,Research & Development,24,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,5309,1,0,15,3,4,2,10,2,3,10,8,4,7,Early Career,Far,low
560,38,0,rare,Research & Development,2,5,Medical,4,Male,3,1,Research Scientist,3,Married,3057,6,1,13,3,2,1,6,0,1,1,0,0,1,Mid Career,Near,low
561,34,0,rare,Research & Development,8,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,Divorced,5121,3,0,14,3,3,1,7,3,3,0,0,0,0,Early Career,Medium,low
562,52,0,rare,Sales,3,4,Marketing,3,Male,2,4,Manager,1,Married,16856,1,0,11,3,1,0,34,3,4,34,6,1,16,Senior,Near,low
563,33,1,rare,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,4,Single,2686,1,1,13,3,3,0,10,2,2,10,9,7,8,Early Career,Near,low
564,25,0,rare,Sales,26,1,Medical,3,Female,3,2,Sales Executive,4,Single,6180,1,0,23,4,2,0,6,5,2,6,5,1,4,Young,Far,high
565,45,0,rare,Sales,2,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,6632,0,0,13,3,1,0,9,3,3,8,7,3,1,Mid Career,Near,low
566,23,0,rare,Research & Development,10,1,Medical,1,Male,4,1,Research Scientist,3,Single,3505,1,0,18,3,4,0,2,3,3,2,2,0,2,Young,Medium,medium
567,47,1,Frequent,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,6397,4,1,12,3,4,0,8,2,3,5,4,1,3,Senior,Far,low
568,34,0,rare,Sales,2,3,Other,4,Male,3,2,Sales Executive,4,Single,6274,1,0,22,4,3,0,6,5,3,6,5,1,4,Early Career,Near,high
569,55,1,rare,Research & Development,2,3,Medical,4,Male,3,5,Manager,1,Married,19859,5,1,13,3,4,1,24,2,3,5,2,1,4,Senior,Near,low
570,36,0,Non,Sales,8,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,7587,1,0,15,3,2,0,10,1,3,10,7,0,9,Mid Career,Medium,low
571,52,0,Non,Research & Development,19,4,Medical,4,Male,3,1,Research Scientist,4,Married,4258,0,0,18,3,1,1,5,3,3,4,3,1,2,Senior,Far,medium
572,26,0,Frequent,Research & Development,1,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,4364,3,0,14,3,1,1,5,2,3,2,2,2,0,Early Career,Near,low
573,29,0,rare,Research & Development,27,3,Medical,2,Female,3,2,Healthcare Representative,3,Married,4335,4,0,12,3,1,1,11,3,2,8,7,1,1,Early Career,Far,low
574,26,1,rare,Sales,8,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,5326,6,0,17,3,3,0,6,2,2,4,3,1,2,Early Career,Medium,medium
575,34,0,rare,Research & Development,1,4,Life Sciences,2,Female,4,1,Research Scientist,4,Single,3280,2,0,16,3,3,0,10,2,3,4,2,1,3,Early Career,Near,medium
576,54,0,rare,Research & Development,19,4,Medical,4,Female,3,2,Manufacturing Director,1,Divorced,5485,9,1,11,3,2,2,9,4,3,5,3,1,4,Senior,Far,low
577,27,0,Frequent,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,4342,0,0,19,3,2,1,5,3,3,4,2,1,1,Early Career,Medium,medium
578,37,0,rare,Research & Development,10,1,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,2782,0,1,13,3,2,2,6,3,2,5,3,4,3,Mid Career,Medium,low
579,38,0,Frequent,Research & Development,2,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,5980,6,1,12,3,4,0,17,2,3,15,7,4,12,Mid Career,Near,low
580,34,0,rare,Research & Development,2,4,Medical,3,Female,2,1,Research Scientist,1,Single,4381,1,0,11,3,3,0,6,3,3,6,5,1,3,Early Career,Near,low
581,35,0,rare,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,2572,1,0,16,3,2,1,3,1,2,3,2,0,2,Early Career,Medium,medium
582,30,0,rare,Research & Development,1,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Married,3833,3,0,21,4,3,2,7,2,3,2,2,0,2,Early Career,Near,medium
583,40,0,Frequent,Research & Development,2,2,Medical,3,Female,4,2,Healthcare Representative,2,Married,4244,1,0,24,4,4,1,8,2,3,8,7,3,7,Mid Career,Near,high
584,34,0,rare,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,6500,5,0,17,3,2,1,6,1,3,3,2,1,2,Early Career,Medium,medium
585,42,0,Frequent,Research & Development,8,3,Life Sciences,2,Male,3,5,Manager,4,Divorced,18430,1,0,13,3,2,1,24,4,2,24,7,14,9,Mid Career,Medium,low
586,23,1,rare,Research & Development,6,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,Married,1601,1,1,21,4,3,2,1,2,3,0,0,0,0,Young,Medium,medium
587,24,0,Non,Research & Development,9,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Divorced,2694,1,0,11,3,3,3,1,4,3,1,0,0,0,Young,Medium,low
588,52,0,rare,Research & Development,11,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,3149,8,0,20,4,2,1,9,3,3,5,2,1,4,Senior,Medium,medium
589,50,0,rare,Research & Development,2,3,Medical,3,Male,3,4,Research Director,3,Married,17639,5,0,16,3,4,0,30,3,3,4,3,0,3,Senior,Near,medium
590,29,1,rare,Research & Development,1,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,Married,2319,1,1,11,3,4,1,1,1,3,1,0,0,0,Early Career,Near,low
591,33,0,rare,Research & Development,7,3,Medical,3,Male,3,3,Research Director,3,Married,11691,0,0,11,3,4,0,14,3,4,13,9,3,7,Early Career,Medium,low
592,33,1,rare,Sales,16,3,Marketing,1,Female,3,2,Sales Executive,1,Single,5324,5,0,15,3,3,0,6,3,3,3,2,0,2,Early Career,Far,low
593,47,0,rare,Research & Development,2,2,Other,3,Female,3,4,Manager,4,Married,16752,1,1,11,3,3,1,26,3,2,26,14,3,0,Senior,Near,low
594,36,0,rare,Research & Development,1,3,Other,3,Female,3,2,Manufacturing Director,2,Married,5228,0,0,15,3,1,1,10,2,3,9,7,0,5,Mid Career,Near,low
595,29,0,rare,Research & Development,23,2,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2700,1,0,24,4,3,1,10,3,3,10,7,0,7,Early Career,Far,high
596,58,1,rare,Research & Development,2,4,Life Sciences,4,Male,3,5,Research Director,2,Single,19246,7,1,12,3,4,0,40,2,3,31,15,13,8,Late Career,Near,low
597,35,0,rare,Research & Development,1,4,Life Sciences,4,Female,4,1,Research Scientist,3,Single,2506,3,0,13,3,3,0,7,0,3,2,2,2,2,Early Career,Near,low
598,42,0,rare,Research & Development,1,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6062,9,1,13,3,4,1,8,4,3,4,3,0,2,Mid Career,Near,low
599,28,1,rare,Research & Development,2,4,Medical,3,Male,3,1,Research Scientist,3,Single,4382,6,0,17,3,4,0,5,3,2,2,2,2,1,Early Career,Near,medium
600,36,0,rare,Human Resources,13,3,Human Resources,3,Male,3,1,Human Resources,2,Married,2143,4,0,13,3,2,1,8,2,3,5,2,0,4,Mid Career,Medium,low
601,32,0,rare,Research & Development,4,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,6162,1,0,12,3,3,1,14,3,3,14,13,6,8,Early Career,Near,low
602,40,0,Frequent,Research & Development,16,4,Medical,1,Male,2,2,Laboratory Technician,3,Single,5094,6,0,14,3,4,0,10,6,3,1,0,0,0,Mid Career,Far,low
603,30,0,rare,Research & Development,2,3,Medical,3,Female,2,2,Manufacturing Director,4,Single,6877,5,1,24,4,2,0,12,4,2,0,0,0,0,Early Career,Near,high
604,45,0,rare,Research & Development,2,3,Life Sciences,2,Female,2,1,Research Scientist,3,Single,2274,1,0,14,3,4,0,1,3,3,1,0,0,0,Mid Career,Near,low
605,42,0,rare,Research & Development,29,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,Married,4434,1,0,13,3,4,1,10,3,2,9,8,7,8,Mid Career,Far,low
606,38,0,Frequent,Research & Development,12,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,6288,2,0,15,3,3,1,13,3,2,4,3,1,2,Mid Career,Medium,low
607,34,0,Frequent,Research & Development,16,4,Life Sciences,3,Female,2,1,Research Scientist,4,Single,2553,1,0,16,3,3,0,6,3,3,5,2,1,3,Early Career,Far,medium
608,49,1,rare,Sales,11,3,Marketing,3,Female,3,3,Sales Executive,4,Married,7654,1,0,18,3,1,2,9,3,4,9,8,7,7,Senior,Medium,medium
609,55,1,rare,Sales,2,1,Medical,3,Male,3,2,Sales Executive,4,Single,5160,4,0,16,3,3,0,12,3,2,9,7,7,3,Senior,Near,medium
610,43,0,rare,Research & Development,14,2,Life Sciences,2,Male,3,4,Research Director,1,Married,17159,6,0,24,4,3,1,22,3,3,4,1,1,0,Mid Career,Medium,high
611,27,0,rare,Research & Development,5,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,12808,1,1,16,3,2,1,9,3,3,9,8,0,8,Early Career,Near,medium
612,35,0,rare,Research & Development,7,3,Other,3,Male,3,3,Manufacturing Director,3,Single,10221,3,0,21,4,2,0,17,3,4,8,5,1,6,Early Career,Medium,medium
613,28,0,rare,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,Married,4779,1,1,20,4,1,0,8,2,3,8,7,7,5,Early Career,Near,medium
614,34,0,rare,Human Resources,3,2,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,0,0,19,3,3,1,4,1,1,3,2,0,2,Early Career,Near,medium
615,26,1,Frequent,Research & Development,5,2,Medical,3,Female,2,1,Research Scientist,3,Married,2366,1,1,14,3,1,1,8,2,3,8,7,1,7,Early Career,Near,low
616,27,0,Non,Research & Development,3,3,Medical,4,Male,3,1,Research Scientist,4,Married,1706,1,0,11,3,3,3,0,6,2,0,0,0,0,Early Career,Near,low
617,51,0,rare,Sales,26,4,Marketing,1,Female,3,4,Manager,3,Married,16307,2,0,14,3,3,1,29,2,2,20,6,4,17,Senior,Far,low
618,44,0,rare,Research & Development,4,3,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,9,0,12,3,4,0,10,2,2,5,2,2,3,Mid Career,Near,low
619,25,0,rare,Research & Development,2,1,Medical,1,Male,4,1,Research Scientist,1,Single,3424,7,0,13,3,3,0,6,3,2,4,3,0,1,Young,Near,low
620,33,0,rare,Sales,1,3,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,1,0,22,4,1,1,9,5,3,9,8,0,8,Early Career,Near,high
621,35,0,rare,Research & Development,27,1,Medical,3,Female,2,1,Research Scientist,1,Single,2559,1,0,11,3,4,0,6,3,2,6,5,1,1,Early Career,Far,low
622,36,0,rare,Sales,1,2,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,1,1,14,3,4,1,18,1,2,18,14,4,11,Mid Career,Near,low
623,32,0,rare,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,2,0,11,3,3,1,8,3,2,5,2,0,3,Early Career,Medium,low
624,30,0,Frequent,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,3761,9,0,12,3,2,1,10,3,2,5,4,0,3,Early Career,Near,low
625,53,0,rare,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,Married,10934,7,1,18,3,4,1,35,3,3,5,2,0,4,Senior,Medium,medium
626,45,0,rare,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,10761,4,1,12,3,3,1,18,2,3,5,4,0,2,Mid Career,Medium,low
627,32,0,rare,Research & Development,8,2,Medical,3,Female,4,2,Research Scientist,3,Married,5175,5,0,12,3,3,1,9,3,2,5,3,1,3,Early Career,Medium,low
628,52,0,Frequent,Research & Development,25,4,Medical,3,Female,2,4,Manufacturing Director,4,Married,13826,3,0,22,4,3,0,31,3,3,9,8,0,0,Senior,Far,high
629,37,0,rare,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,6334,4,0,19,3,4,2,9,2,3,1,0,0,0,Mid Career,Far,medium
630,28,0,rare,Human Resources,8,2,Medical,2,Male,2,1,Human Resources,4,Divorced,4936,1,0,13,3,4,1,6,6,3,5,1,0,4,Early Career,Medium,low
631,22,0,rare,Research & Development,1,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,4775,6,0,22,4,1,2,4,2,1,2,2,2,2,Young,Near,high
632,44,0,rare,Research & Development,8,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,Married,2818,2,1,24,4,3,1,10,2,2,3,2,0,2,Mid Career,Medium,high
633,42,0,Frequent,Research & Development,2,1,Medical,2,Male,3,1,Research Scientist,4,Single,2515,5,1,14,3,4,0,8,2,3,2,1,2,2,Mid Career,Near,low
634,36,0,rare,Human Resources,8,3,Life Sciences,1,Male,2,1,Human Resources,1,Married,2342,0,0,21,4,3,0,6,3,3,5,4,0,3,Mid Career,Medium,medium
635,25,0,rare,Sales,3,1,Other,3,Male,3,2,Sales Executive,1,Married,4194,1,1,18,3,4,0,5,3,3,5,3,0,3,Young,Near,medium
636,35,0,rare,Research & Development,9,3,Life Sciences,4,Female,2,3,Manufacturing Director,3,Married,10685,1,1,20,4,2,1,17,2,3,17,14,5,15,Early Career,Medium,medium
637,35,1,Frequent,Research & Development,25,4,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,2022,1,1,19,3,1,1,10,3,2,10,2,7,8,Early Career,Far,medium
638,32,0,Non,Research & Development,1,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,2314,0,0,12,3,2,1,4,2,3,3,0,0,2,Early Career,Near,low
639,25,0,rare,Sales,4,1,Marketing,3,Male,2,2,Sales Executive,1,Married,4256,1,0,12,3,1,0,5,1,4,5,2,0,3,Young,Near,low
640,49,0,rare,Research & Development,1,3,Technical Degree,3,Female,3,1,Research Scientist,1,Married,3580,2,0,16,3,2,1,7,2,3,4,2,0,2,Senior,Near,medium
641,24,0,Non,Research & Development,4,1,Life Sciences,1,Male,2,1,Laboratory Technician,4,Married,3162,0,0,17,3,4,0,6,2,2,5,2,3,4,Young,Near,medium
642,32,0,Frequent,Sales,5,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6524,1,0,14,3,4,1,10,3,3,10,8,5,3,Early Career,Near,low
643,38,0,rare,Sales,9,3,Marketing,2,Male,2,1,Sales Representative,2,Married,2899,0,0,19,3,4,1,3,3,3,2,2,1,2,Mid Career,Medium,medium
644,42,0,rare,Research & Development,3,3,Life Sciences,3,Female,4,2,Laboratory Technician,4,Married,5231,2,1,13,3,2,1,17,1,2,5,3,1,3,Mid Career,Near,low
645,31,0,rare,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2356,3,1,19,3,2,1,8,2,3,6,4,0,2,Early Career,Medium,medium
646,29,1,rare,Sales,1,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,2800,6,1,19,3,3,3,5,3,3,3,2,0,2,Early Career,Near,medium
647,53,0,rare,Sales,8,3,Marketing,1,Male,3,4,Sales Executive,4,Married,11836,5,0,14,3,3,1,28,3,3,2,0,2,2,Senior,Medium,low
648,35,0,rare,Research & Development,25,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,Married,10903,3,0,16,3,1,0,16,2,3,13,10,4,8,Early Career,Far,medium
649,37,0,Frequent,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,Married,2973,5,0,15,3,2,1,10,3,3,5,4,0,0,Mid Career,Far,low
650,53,0,rare,Research & Development,23,4,Life Sciences,4,Female,3,4,Research Director,4,Single,14275,6,0,18,3,3,0,33,0,3,12,9,3,8,Senior,Far,medium
651,43,0,Frequent,Research & Development,1,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,5562,4,0,13,3,2,1,12,2,2,5,2,2,2,Mid Career,Near,low
652,47,0,rare,Sales,2,2,Marketing,3,Female,3,2,Sales Executive,4,Married,4537,0,1,22,4,1,1,8,2,3,7,6,7,7,Senior,Near,high
653,37,0,Non,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,Single,7642,1,1,13,3,4,0,10,2,3,10,0,0,9,Mid Career,Far,low
654,50,0,Non,Research & Development,2,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,17924,1,0,11,3,4,1,31,3,3,31,6,14,7,Senior,Near,low
655,39,0,rare,Human Resources,2,3,Life Sciences,4,Female,2,2,Human Resources,4,Married,5204,8,0,11,3,3,2,13,2,3,5,4,0,4,Mid Career,Near,low
656,33,0,rare,Human Resources,3,2,Human Resources,4,Male,3,1,Human Resources,2,Divorced,2277,3,1,11,3,3,1,7,4,4,4,3,0,3,Early Career,Near,low
657,32,1,rare,Research & Development,25,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2795,1,1,24,4,3,0,1,2,1,1,0,0,1,Early Career,Far,high
658,29,0,rare,Research & Development,7,1,Medical,1,Female,2,1,Laboratory Technician,4,Divorced,2532,6,0,14,3,3,3,8,5,3,4,3,0,3,Early Career,Medium,low
659,44,0,rare,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,1,Married,2559,1,1,13,3,4,0,8,0,3,8,7,7,1,Mid Career,Medium,low
660,28,0,rare,Sales,5,4,Medical,1,Male,3,2,Sales Executive,4,Single,4908,1,0,14,3,2,0,4,3,3,4,2,0,2,Early Career,Near,low
661,58,1,Frequent,Research & Development,2,1,Life Sciences,4,Male,2,1,Laboratory Technician,4,Divorced,2380,9,1,14,3,4,1,3,3,2,1,0,0,0,Late Career,Near,low
662,43,0,rare,Research & Development,8,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,Divorced,4765,4,0,21,4,3,1,4,2,4,1,0,0,0,Mid Career,Medium,medium
